Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,,,2019-02-27 14:44:02,2019-02-27 14:44:10,7.892s,FAILED
,,,,,,
Test Cases/Test3,,,2019-02-27 14:44:02,2019-02-27 14:44:10,7.354s,FAILED
"sendRequestAndVerify(findTestObject(""REST/CreateUser""))",,,2019-02-27 14:44:03,2019-02-27 14:44:08,5.826s,PASSED
"sendRequestAndVerify(findTestObject(""REST/ListUsers""))",,,2019-02-27 14:44:08,2019-02-27 14:44:09,0.934s,FAILED
